EQUIPMENT,ORGANIZATION,YEAR MADE,QUANTITY,,,,,
SOUTHLAND CARGO TRAILER,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2008,1,,,,,
SPARTAN METROSTA CRUSADER,CANADIAN ARMY,2005,1,,,,,
SPARTAN METROSTA CRUSADER,CANADIAN ARMY,2009,4,,,,,
SPARTAN METROSTA CRUSADER,MILITARY PERSONNEL COMMAND,2009,4,,,,,
SPARTAN METROSTA CRUSADER,ROYAL CANADIAN NAVY,2005,1,,,,,
SPARTAN METROSTAR FIRETRUCK,CANADIAN ARMY,2013,3,,,,,
SPARTAN METROSTAR FIRETRUCK,MILITARY PERSONNEL COMMAND,2013,1,,,,,
SPARTAN METROSTAR FIRETRUCK,ROYAL CANADIAN NAVY,2012,1,,,,,
SPARTAN METROSTAR FIRETRUCK,ROYAL CANADIAN NAVY,2013,2,,,,,
SPECIAL PURPOSE CARGO TRUCK,CANADIAN FORCE SUPPLY DEPOT,Unknown,4,,,,,
SPECTRUM DROP-A-ROCK TRAILER,CANADIAN ARMY,2009,1,,,,,
SPORTSPAL EASY HAULER TRAILER,CANADIAN ARMY,2006,3,,,,,
SPORTSPAL FLAT-BED TRAILER 1500KG 6.5M,ROYAL CANADIAN AIRFORCE,2001,1,,,,,
SPORTSPAL TRAILER BOAT 500KG,CANADIAN ARMY,2002,4,,,,,
SPREADER TRAILER 1600L,ROYAL CANADIAN AIRFORCE,1997,3,,,,,
STAKE DUAL SEMI-TRAILER 30T,ROYAL CANADIAN AIRFORCE,Unknown,1,,,,,
STAKE NODWELL TRAILER TRUCK 60T,ROYAL CANADIAN AIRFORCE,Unknown,2,,,,,
STAKE UNIVERSAL TRACTOR TRAILER,ROYAL CANADIAN AIRFORCE,Unknown,2,,,,,
STANDARD TRUCK,CANADIAN JOINT OPERATIONS COMMAND,1983,1,,,,,
STANDARD TRUCK,CANADIAN FORCE SUPPLY DEPOT,1983,2,,,,,
STANDARD TRUCK,MILITARY PERSONNEL COMMAND,1983,1,,,,,
STANDARD TRUCK,ROYAL CANADIAN AIRFORCE,1983,48,,,,,
STANDARD TRUCK LIFT,ROYAL CANADIAN AIRFORCE,1983,1,,,,,
STARLITE CARGO TRAILER 500KG,ROYAL CANADIAN NAVY,2007,2,,,,,
STATE CREW CAB TRUCK 4X4,CANADIAN JOINT OPERATIONS COMMAND,2012,3,,,,,
STATE CREW CAB TRUCK 4X4,CANADIAN FORCE SUPPLY DEPOT,2012,5,,,,,
STEALTH TRAILER 2000KG 6M,CANADIAN ARMY,2015,1,,,,,
STEALTH TRAILER VAN,ROYAL CANADIAN AIRFORCE,2011,1,,,,,
STEALTH TRAILER VAN 2000KG 5M,MILITARY PERSONNEL COMMAND,2017,2,,,,,
STEALTH TRAILER VAN 300 KG,ROYAL CANADIAN NAVY,2011,1,,,,,
STEALTH VAN TRAILER 2000KG,ROYAL CANADIAN AIRFORCE,2014,1,,,,,
STEALTH VAN TRAILER 3000KG,CANADIAN ARMY,2014,1,,,,,
STEALTH VAN TRAILER 3000KG,CANADIAN JOINT OPERATIONS COMMAND,2015,1,,,,,
STEALTH VAN TRAILER 500KG,CANADIAN ARMY,2014,2,,,,,
STEAM LOW-BED TRAILER 3000KG,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2015,1,,,,,
STEEL UTILITY HAULER 24FT,CANADIAN ARMY,2002,1,,,,,
STEINER LAWN TRACTOR,CANADIAN ARMY,1995,1,,,,,
STEINER LAWN TRACTOR,CANADIAN ARMY,2009,1,,,,,
STEINER LAWN TRACTOR,MILITARY PERSONNEL COMMAND,1995,1,,,,,
STERLING ACTERA VAN 4X4,ROYAL CANADIAN NAVY,2008,2,,,,,
STERLING ACTERRA CARGO TRUCK,CANADIAN ARMY,2004,10,,,,,
STERLING ACTERRA CARGO TRUCK,CANADIAN ARMY,2005,6,,,,,
STERLING ACTERRA CARGO TRUCK,CANADIAN ARMY,2008,3,,,,,
STERLING ACTERRA CARGO TRUCK,MILITARY PERSONNEL COMMAND,2005,14,,,,,
STERLING ACTERRA CARGO TRUCK,MILITARY PERSONNEL COMMAND,2008,2,,,,,
STERLING ACTERRA CARGO TRUCK,ROYAL CANADIAN AIRFORCE,2005,2,,,,,
STERLING ACTERRA CHASSIS TRUCK,CANADIAN ARMY,2008,3,,,,,
STERLING ACTERRA CHASSIS TRUCK,CANADIAN JOINT OPERATIONS COMMAND,2005,1,,,,,
STERLING ACTERRA EMERGENCY VEHICLE,CANADIAN ARMY,2003,1,,,,,
STERLING ACTERRA EMERGENCY VEHICLE,CANADIAN ARMY,2008,1,,,,,
STERLING ACTERRA EMERGENCY VEHICLE,ROYAL CANADIAN NAVY,2006,1,,,,,
STERLING ACTERRA FLAT-BED TRAILER,ROYAL CANADIAN NAVY,2006,1,,,,,
STERLING ACTERRA FLAT-BED TRUCK,CANADIAN ARMY,2008,2,,,,,
STERLING ACTERRA FLAT-BED TRUCK,MILITARY PERSONNEL COMMAND,2006,1,,,,,
STERLING ACTERRA FLAT-BED TRUCK,ROYAL CANADIAN AIRFORCE,2004,2,,,,,
STERLING ACTERRA FLAT-BED TRUCK,ROYAL CANADIAN AIRFORCE,2005,2,,,,,
STERLING ACTERRA FLAT-BED TRUCK,ROYAL CANADIAN AIRFORCE,2006,3,,,,,
STERLING ACTERRA FLAT-BED TRUCK,ROYAL CANADIAN NAVY,2006,1,,,,,
STERLING ACTERRA SERVICING PLATFORM,ROYAL CANADIAN AIRFORCE,2005,1,,,,,
STERLING ACTERRA STAKE TRUCK,CANADIAN ARMY,2003,2,,,,,
STERLING ACTERRA STAKE TRUCK,CANADIAN ARMY,2004,1,,,,,
STERLING ACTERRA STAKE TRUCK,CANADIAN ARMY,2005,7,,,,,
STERLING ACTERRA STAKE TRUCK,CANADIAN ARMY,2008,3,,,,,
STERLING ACTERRA STAKE TRUCK,CANADIAN ARMY,2009,2,,,,,
STERLING ACTERRA STAKE TRUCK,ROYAL CANADIAN AIRFORCE,2004,1,,,,,
STERLING ACTERRA STAKE TRUCK,ROYAL CANADIAN AIRFORCE,2006,1,,,,,
STERLING ACTERRA STAKE TRUCK,ROYAL CANADIAN NAVY,2006,2,,,,,
STERLING ACTERRA TILT TRUCK,CANADIAN ARMY,2008,1,,,,,
STERLING ACTERRA TILT TRUCK,ROYAL CANADIAN AIRFORCE,2005,1,,,,,
STERLING ACTERRA TILT TRUCK,ROYAL CANADIAN NAVY,2008,1,,,,,
STERLING ACTERRA TRACTOR,ROYAL CANADIAN NAVY,2005,1,,,,,
STERLING ACTERRA TRUCK 3T 4X2,CANADIAN ARMY,2006,24,,,,,
STERLING ACTERRA TRUCK 3T 4X2,MILITARY PERSONNEL COMMAND,2006,1,,,,,
STERLING ACTERRA TRUCK 3T 4X2,ROYAL CANADIAN NAVY,2005,1,,,,,
STERLING ACTERRA TRUCK 5T,CANADIAN ARMY,2006,25,,,,,
STERLING ACTERRA TRUCK 5T,ROYAL CANADIAN AIRFORCE,2004,2,,,,,
STERLING ACTERRA TRUCK VAN,CANADIAN ARMY,2003,3,,,,,
STERLING ACTERRA TRUCK VAN,CANADIAN ARMY,2004,1,,,,,
STERLING ACTERRA TRUCK VAN,CANADIAN ARMY,2005,4,,,,,
STERLING ACTERRA TRUCK VAN,CANADIAN ARMY,2006,15,,,,,
STERLING ACTERRA TRUCK VAN,CANADIAN ARMY,2007,5,,,,,
STERLING ACTERRA TRUCK VAN,CANADIAN ARMY,2008,4,,,,,
STERLING ACTERRA TRUCK VAN,CANADIAN ARMY,2009,1,,,,,
STERLING ACTERRA TRUCK VAN,ROYAL CANADIAN AIRFORCE,2004,1,,,,,
STERLING ACTERRA TRUCK VAN,ROYAL CANADIAN AIRFORCE,2005,7,,,,,
STERLING ACTERRA TRUCK VAN,ROYAL CANADIAN AIRFORCE,2006,7,,,,,
STERLING ACTERRA TRUCK VAN,VICE CHIEF OF THE DEFENCE STAFF,2009,1,,,,,
STERLING ACTERRA TRUCK VAN 5T,CANADIAN ARMY,2007,2,,,,,
STERLING ACTERRA TRUCK VAN 5T,CANADIAN ARMY,2009,1,,,,,
STERLING ACTERRA VAN 5T 4X2,CANADIAN JOINT OPERATIONS COMMAND,2006,1,,,,,
STERLING ACTERRA WRECK TRUCK,ROYAL CANADIAN AIRFORCE,2005,1,,,,,
STERLING ACTERRA WRECK TRUCK,ROYAL CANADIAN AIRFORCE,2007,1,,,,,
STERLING CARGO TRUCK,ROYAL CANADIAN NAVY,2003,1,,,,,
STERLING CHASSIS TRUCK,CANADIAN ARMY,2006,1,,,,,
STERLING DUMP TRUCK,CANADIAN ARMY,2005,12,,,,,
STERLING DUMP TRUCK,CANADIAN ARMY,2006,11,,,,,
STERLING DUMP TRUCK,CANADIAN ARMY,2007,9,,,,,
STERLING DUMP TRUCK,CANADIAN JOINT OPERATIONS COMMAND,2006,1,,,,,
STERLING DUMP TRUCK,CANADIAN FORCE SUPPLY DEPOT,2002,2,,,,,
STERLING DUMP TRUCK,ASSISTANT DEPUTY MINISTER (MATERIEL),2006,4,,,,,
STERLING DUMP TRUCK,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2009,1,,,,,
STERLING DUMP TRUCK,ROYAL CANADIAN AIRFORCE,2002,3,,,,,
STERLING DUMP TRUCK,ROYAL CANADIAN AIRFORCE,2005,17,,,,,
STERLING DUMP TRUCK,ROYAL CANADIAN AIRFORCE,2006,2,,,,,
STERLING DUMP TRUCK,ROYAL CANADIAN NAVY,2002,1,,,,,
STERLING DUMP TRUCK 4T,CANADIAN ARMY,2006,4,,,,,
STERLING DUMP TRUCK 4T,ROYAL CANADIAN NAVY,2006,2,,,,,
STERLING DUMP TRUCK 6T,CANADIAN ARMY,2002,20,,,,,
STERLING DUMP TRUCK 6T,ROYAL CANADIAN AIRFORCE,2002,12,,,,,
STERLING DUMP TRUCK 6T,ROYAL CANADIAN AIRFORCE,2006,4,,,,,
STERLING DUMP TRUCK 6T,ROYAL CANADIAN NAVY,2002,3,,,,,
STERLING DUMP TRUCK 6T,ROYAL CANADIAN NAVY,2006,1,,,,,
STERLING DUMP TRUCK 6X4,ASSISTANT DEPUTY MINISTER (MATERIEL),2007,1,,,,,
STERLING DUMP TRUCK 7T,ROYAL CANADIAN NAVY,2006,1,,,,,
STERLING DUMP TRUCK 9T,ASSISTANT DEPUTY MINISTER (MATERIEL),2003,4,,,,,
STERLING FLAT-BED TRUCK,ROYAL CANADIAN AIRFORCE,2005,1,,,,,
STERLING FLAT-BED TRUCK 5T,CANADIAN ARMY,2009,1,,,,,
STERLING FLAT-DECK TRUCK,CANADIAN ARMY,2001,1,,,,,
STERLING TRACTOR,CANADIAN ARMY,2002,8,,,,,
STERLING TRACTOR,CANADIAN ARMY,2004,1,,,,,
STERLING TRACTOR,CANADIAN ARMY,2006,1,,,,,
STERLING TRACTOR,ROYAL CANADIAN AIRFORCE,2005,1,,,,,
STERLING TRACTOR,ROYAL CANADIAN AIRFORCE,2006,14,,,,,
STERLING TRACTOR,ROYAL CANADIAN NAVY,2004,1,,,,,
STERLING TRUCK 5T,ROYAL CANADIAN NAVY,2002,1,,,,,
STERLING TRUCK VAN 5T,CANADIAN ARMY,2003,1,,,,,
STERLING TRUCK VAN 5T,MILITARY PERSONNEL COMMAND,2002,2,,,,,
STERLING TRUCK VAN 5T,ROYAL CANADIAN AIRFORCE,2002,3,,,,,
STERLING TRUCK VAN 5T,ROYAL CANADIAN NAVY,2002,3,,,,,
STEYR CARGO TRUCK,CANADIAN ARMY,1989,44,,,,,
STEYR CARGO TRUCK,CANADIAN JOINT OPERATIONS COMMAND,1989,3,,,,,
STEYR CARGO TRUCK,CANADIAN FORCE SUPPLY DEPOT,1989,1,,,,,
STEYR CARGO TRUCK,ASSISTANT DEPUTY MINISTER (MATERIEL),1989,3,,,,,
STEYR CARGO TRUCK,MILITARY PERSONNEL COMMAND,1989,3,,,,,
STEYR CARGO TRUCK,ROYAL CANADIAN AIRFORCE,1989,5,,,,,
STEYR CARGO TRUCK 10T,CANADIAN ARMY,1989,8,,,,,
STEYR CARGO TRUCK 10T,ROYAL CANADIAN AIRFORCE,1989,4,,,,,
STEYR LAND TRUCK REFUELER,CANADIAN ARMY,1989,66,,,,,
STEYR LAND TRUCK REFUELER,CANADIAN JOINT OPERATIONS COMMAND,1989,3,,,,,
STEYR LAND TRUCK REFUELER,MILITARY PERSONNEL COMMAND,1989,4,,,,,
STEYR LAND TRUCK REFUELER,ROYAL CANADIAN AIRFORCE,1989,3,,,,,
STEYR RECOVERY TRUCK,CANADIAN ARMY,1989,5,,,,,
STEYR RECOVERY TRUCK,MILITARY PERSONNEL COMMAND,1989,1,,,,,
STEYR TRACTOR,CANADIAN ARMY,1989,36,,,,,
STEYR TRACTOR,ASSISTANT DEPUTY MINISTER (MATERIEL),1989,1,,,,,
STEYR TRACTOR,MILITARY PERSONNEL COMMAND,1989,1,,,,,
STEYR TRUCK 10T,CANADIAN ARMY,1989,3,,,,,
STEYR TRUCK 10T,CANADIAN JOINT OPERATIONS COMMAND,1989,1,,,,,
STEYR TRUCK 10T,ASSISTANT DEPUTY MINISTER (MATERIEL),1989,1,,,,,
STEYR TRUCK 16T,CANADIAN ARMY,1989,59,,,,,
STEYR TRUCK 16T,ASSISTANT DEPUTY MINISTER (MATERIEL),1989,2,,,,,
STEYR TRUCK 16T,MILITARY PERSONNEL COMMAND,1987,7,,,,,
STEYR TRUCK 16T,MILITARY PERSONNEL COMMAND,1989,5,,,,,
STEYR TRUCK REFUELER,CANADIAN FORCE SUPPLY DEPOT,1989,5,,,,,
STEYR TRUCK REFUELER,ROYAL CANADIAN AIRFORCE,1989,15,,,,,
STEYR WATER TANKER TRUCK,CANADIAN ARMY,1989,7,,,,,
STEYR WATER TANKER TRUCK,MILITARY PERSONNEL COMMAND,1989,1,,,,,
STILL FORKLIFT,CANADIAN JOINT OPERATIONS COMMAND,2009,1,,,,,
STILL FORKLIFT,ROYAL CANADIAN AIRFORCE,2009,1,,,,,
STITTSVILLE TRAILER,CANADIAN ARMY,2001,1,,,,,
STOCKPICKER FORKLIFT,VICE CHIEF OF THE DEFENCE STAFF,Unknown,1,,,,,
STREAMLINE TRAILER VAN,CANADIAN ARMY,2007,1,,,,,
STREAMLINE TRAILER VAN 3000KG,VICE CHIEF OF THE DEFENCE STAFF,2016,1,,,,,
SUBARU CROSSTREK HYBRID SEDAN 4X4,VICE CHIEF OF THE DEFENCE STAFF,2015,1,,,,,
SUBARU IMPREZA SEDAN,CANADIAN ARMY,2012,9,,,,,
SUBARU IMPREZA SEDAN,CANADIAN ARMY,2013,1,,,,,
SUBARU IMPREZA SEDAN,CANADIAN ARMY,2014,2,,,,,
SUBARU IMPREZA SEDAN,ROYAL CANADIAN NAVY,2012,1,,,,,
SUBARU IMPREZA SEDAN,VICE CHIEF OF THE DEFENCE STAFF,2013,1,,,,,
SUBARU IMPREZA STATION WAGON,ROYAL CANADIAN NAVY,2013,1,,,,,
SUBARU LEGACY SEDAN,CANADIAN ARMY,2013,5,,,,,
SUBARU LEGACY SEDAN,CANADIAN ARMY,2014,1,,,,,
SUBARU LEGACY SEDAN,CANADIAN ARMY,2015,5,,,,,
SUBARU LEGACY SEDAN,CANADIAN ARMY,2017,25,,,,,
SUBARU LEGACY SEDAN,CANADIAN FORCE SUPPLY DEPOT,2011,3,,,,,
SUBARU LEGACY SEDAN,MILITARY PERSONNEL COMMAND,2015,7,,,,,
SUBARU LEGACY SEDAN,ROYAL CANADIAN AIRFORCE,2013,2,,,,,
SUBARU LEGACY SEDAN,ROYAL CANADIAN AIRFORCE,2014,3,,,,,
SUBARU LEGACY SEDAN,ROYAL CANADIAN AIRFORCE,2017,1,,,,,
SUBARU LEGACY SEDAN,ROYAL CANADIAN NAVY,2012,1,,,,,
SUBARU LEGACY SEDAN,ROYAL CANADIAN NAVY,2017,2,,,,,
SUBARU LEGACY SEDAN,VICE CHIEF OF THE DEFENCE STAFF,2011,1,,,,,
SUBARU LEGACY SEDAN,VICE CHIEF OF THE DEFENCE STAFF,2015,1,,,,,
SUBARU LEGACY STATION WAGON,CANADIAN ARMY,2003,1,,,,,
SUBARU LEGACY STATION WAGON,ROYAL CANADIAN AIRFORCE,2008,3,,,,,
SUBARU OUTBACK STATION WAGON,CANADIAN ARMY,2013,2,,,,,
SUBARU OUTBACK STATION WAGON,ASSISTANT DEPUTY MINISTER (MATERIEL),2014,1,,,,,
SUBARU OUTBACK STATION WAGON,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2012,2,,,,,
SUBARU OUTBACK STATION WAGON,ROYAL CANADIAN AIRFORCE,2012,3,,,,,
SUBARU OUTBACK STATION WAGON,ROYAL CANADIAN AIRFORCE,2013,1,,,,,
SUBARU OUTBACK STATION WAGON,ROYAL CANADIAN NAVY,2012,1,,,,,
SUBARU OUTBACK STATION WAGON,ROYAL CANADIAN NAVY,2017,1,,,,,
SUBARU OUTBACK STATION WAGON,VICE CHIEF OF THE DEFENCE STAFF,2014,2,,,,,
SUBMARINE RESCUE FLAT-BED TRAILER,ROYAL CANADIAN NAVY,1991,1,,,,,
SULLIVAN-PALATEK COMPRESSOR,ROYAL CANADIAN NAVY,2000,1,,,,,
SUPER STACKER CONTAINER TRUCK LIFT,CANADIAN ARMY,2012,2,,,,,
SUPERIOR SEMI-TRAILER,CANADIAN ARMY,2009,1,,,,,
SURETRAC DUMP TRAILER 4000KG 4M,ROYAL CANADIAN AIRFORCE,2016,1,,,,,
SURETRAC FLAT-BED TRAILER 5500KG,ROYAL CANADIAN AIRFORCE,2016,1,,,,,
SUZUKI KINGQUAD ATV,ASSISTANT DEPUTY MINISTER (INFORMATION MANAGEMENT),2012,2,,,,,
SUZUKI KINGQUAD AXI ATV,CANADIAN FORCE SUPPLY DEPOT,2009,1,,,,,
SUZUKI KINGQUAD AXI ATV,CANADIAN FORCE SUPPLY DEPOT,2011,1,,,,,
SWS D01627 FLAT-BED TRAILER 4500KG,CANADIAN ARMY,2005,1,,,,,
SWS TD2027 LOW-BED TILT TRAILER,CANADIAN ARMY,2006,1,,,,,
TAMDEM FLAT-BED TRAILER,ROYAL CANADIAN NAVY,2012,2,,,,,
TANK AIRCRAFT REFULLER TRUCK,CANADIAN ARMY,2015,3,,,,,
TANK AIRCRAFT REFULLER TRUCK,ROYAL CANADIAN AIRFORCE,2010,2,,,,,
TANK AIRCRAFT REFULLER TRUCK,ROYAL CANADIAN AIRFORCE,2011,11,,,,,
TANK AIRCRAFT REFULLER TRUCK,ROYAL CANADIAN AIRFORCE,2012,5,,,,,
TANK AIRCRAFT REFULLER TRUCK,ROYAL CANADIAN AIRFORCE,2015,11,,,,,
TANK AIRCRAFT REFULLER TRUCK,ROYAL CANADIAN AIRFORCE,2016,6,,,,,
TANK AIRCRAFT REFULLER TRUCK,ROYAL CANADIAN NAVY,2015,1,,,,,
TANK DUAL COMPARTMENT TRUCK,CANADIAN ARMY,2017,3,,,,,
TANK DUAL COMPARTMENT TRUCK,MILITARY PERSONNEL COMMAND,2013,1,,,,,
TANK LIQUID DISPENSER TRAILER,CANADIAN ARMY,2016,1,,,,,
TANK TRANSPORTER SEMI-TRAILER,CANADIAN ARMY,2011,3,,,,,
TC WELDING FLAT TRAILER 30 FT,ROYAL CANADIAN NAVY,1997,1,,,,,
TDL AMERICA TRUCK,ROYAL CANADIAN AIRFORCE,2009,1,,,,,
TECH DUMP TRAILER 4500KG,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2006,1,,,,,
TEMISKO LOW-BED SEMI-TRAILER 45T,CANADIAN ARMY,2012,1,,,,,
TEMISKO LOW-BED SEMI-TRAILER 45T,CANADIAN ARMY,2015,3,,,,,
TEMISKO LOW-BED SEMI-TRAILER 45T,MILITARY PERSONNEL COMMAND,2010,1,,,,,
TEMISKO LOW-BED SEMI-TRAILER 45T,ROYAL CANADIAN AIRFORCE,2014,1,,,,,
TEMISKO LOW-BED SEMI-TRAILER 45T,ROYAL CANADIAN AIRFORCE,2015,1,,,,,
TEMISKO LOW-BED SEMI-TRAILER 45T,ROYAL CANADIAN NAVY,2012,1,,,,,
TENCO SNOWBLOWER,CANADIAN ARMY,2004,3,,,,,
TENCO SNOWBLOWER,CANADIAN ARMY,2012,1,,,,,
TENCO SNOWBLOWER,CANADIAN ARMY,2013,3,,,,,
TENCO SNOWBLOWER,CANADIAN JOINT OPERATIONS COMMAND,2005,1,,,,,
TENCO SNOWBLOWER,CANADIAN FORCE SUPPLY DEPOT,2012,1,,,,,
TENCO SNOWBLOWER,ROYAL CANADIAN AIRFORCE,2013,1,,,,,
TENCO SNOWBLOWER,ROYAL CANADIAN NAVY,2004,1,,,,,
TENCO SNOWBLOWER,ROYAL CANADIAN NAVY,2012,1,,,,,
TENNANT FLOOR SCRUBBER,CANADIAN ARMY,2005,1,,,,,
TENNANT FLOOR SCRUBBER,CANADIAN ARMY,2010,3,,,,,
TENNANT FLOOR SCRUBBER,ROYAL CANADIAN AIRFORCE,2003,2,,,,,
TENNANT FLOOR SCRUBBER,ROYAL CANADIAN AIRFORCE,2004,1,,,,,
TENNANT FLOOR SCRUBBER,ROYAL CANADIAN AIRFORCE,2006,1,,,,,
TENNANT FLOOR SCRUBBER,ROYAL CANADIAN NAVY,2006,1,,,,,
TENNANT POWER SWEEPER,CANADIAN ARMY,2003,1,,,,,
TENNANT ROTARY SWEEPER,CANADIAN ARMY,2014,1,,,,,
TENNANT SCRUBBER VACUUM,ROYAL CANADIAN AIRFORCE,2012,1,,,,,
TENNANT SWEEPER SCRUBBER,CANADIAN ARMY,2013,1,,,,,
TENNANT SWEEPER SCRUBBER,ROYAL CANADIAN AIRFORCE,2013,3,,,,,
TENNANT SWEEPER SCRUBBER,ROYAL CANADIAN NAVY,2013,1,,,,,
TEREX MOUNTED CRANE TRUCK,ROYAL CANADIAN NAVY,2006,1,,,,,
TEREX PEGSON CONE CRUSHER,ASSISTANT DEPUTY MINISTER (MATERIEL),2008,1,,,,,
TEREX PEGSON JAW CRUSHER,ASSISTANT DEPUTY MINISTER (MATERIEL),2008,1,,,,,
TG INDUSTRIES TRAILER,ROYAL CANADIAN NAVY,1999,1,,,,,
THOMAS BUS 44 PAX,CANADIAN ARMY,2006,7,,,,,
THOMAS BUS 44 PAX,MILITARY PERSONNEL COMMAND,2006,1,,,,,
THOMAS BUS 44 PAX,ROYAL CANADIAN NAVY,2011,4,,,,,
THOMAS BUS 44 PAX,ROYAL CANADIAN NAVY,2012,1,,,,,
THOMAS FLAT-DECK TRAILER,ROYAL CANADIAN AIRFORCE,1999,2,,,,,
THOMAS HIGHWAY BUS,ROYAL CANADIAN AIRFORCE,2003,1,,,,,
THOMAS HIGHWAY BUS,ROYAL CANADIAN NAVY,2003,2,,,,,
THOMAS SCOOP LOADER,CANADIAN ARMY,2000,9,,,,,
THOMAS SCOOP LOADER,CANADIAN ARMY,2001,1,,,,,
THOMAS SCOOP LOADER,CANADIAN ARMY,2002,3,,,,,
THOMAS SCOOP LOADER,CANADIAN JOINT OPERATIONS COMMAND,2000,4,,,,,
THOMAS SCOOP LOADER,ROYAL CANADIAN AIRFORCE,1999,1,,,,,
THOMAS SCOOP LOADER,ROYAL CANADIAN AIRFORCE,2001,4,,,,,
THOMAS SKID STEER LOADER,CANADIAN ARMY,1998,4,,,,,
THOMAS SKID STEER LOADER,CANADIAN ARMY,2002,1,,,,,
THOMAS SKID STEER LOADER,CANADIAN ARMY,2003,1,,,,,
THOMAS SKID STEER LOADER,CANADIAN JOINT OPERATIONS COMMAND,2004,1,,,,,
THOMAS SKID STEER LOADER,ASSISTANT DEPUTY MINISTER (MATERIEL),2002,1,,,,,
THOMAS SKID STEER LOADER,ROYAL CANADIAN AIRFORCE,2000,1,,,,,
THOMAS SKID STEER LOADER,ROYAL CANADIAN AIRFORCE,2003,3,,,,,
THOMAS SKID STEER LOADER,ROYAL CANADIAN AIRFORCE,2004,1,,,,,
THOMAS WHLD SCOOP LOADER,ROYAL CANADIAN AIRFORCE,Unknown,1,,,,,
THOMCAT FLAT-BED TRAILER 5000KG,CANADIAN FORCE SUPPLY DEPOT,1997,1,,,,,
THROWER STRAW MOUNTED TRAILER,CANADIAN ARMY,2010,1,,,,,
TIBOTRAC AERIAL FIRETRUCK,MILITARY PERSONNEL COMMAND,1995,1,,,,,
TIBOTRAC AERIAL FIRETRUCK,ROYAL CANADIAN AIRFORCE,1995,2,,,,,
TIBOTRAC FIREFIGHER TRUCK,MILITARY PERSONNEL COMMAND,1995,1,,,,,
TIBOTRAC FIREFIGHER TRUCK,ROYAL CANADIAN AIRFORCE,1995,1,,,,,
TIER INDUSTRIES TRAILER,CANADIAN FORCE SUPPLY DEPOT,1978,1,,,,,
TIMBERLAND TRAILER,MILITARY PERSONNEL COMMAND,2005,1,,,,,
TLD AIRCRAFT TOWING TRACTOR,CANADIAN ARMY,2015,1,,,,,
TLD AIRCRAFT TOWING TRACTOR,ROYAL CANADIAN AIRFORCE,2015,2,,,,,
TLD AIRCRAFT TRACTOR,ROYAL CANADIAN AIRFORCE,2010,4,,,,,
TLD CARGO LOAD TRUCK,CANADIAN ARMY,2011,1,,,,,
TLD CARGO LOAD TRUCK,ROYAL CANADIAN AIRFORCE,2011,13,,,,,
TNT TRAILER FLAT-BED 5000 KG 5.5M,ROYAL CANADIAN AIRFORCE,2012,2,,,,,
TOMCAT BOAT TRAILER,ROYAL CANADIAN NAVY,2005,2,,,,,
TORO 3280-D 4WD LAWN TRACTOR,CANADIAN ARMY,2008,1,,,,,
TORO CLUB CAR UTILITY VEHICLE,CANADIAN ARMY,2009,1,,,,,
TORO GROUNDMASTER TRACTOR,MILITARY PERSONNEL COMMAND,2009,2,,,,,
TORO LAWN GARDEN TRACTOR,CANADIAN ARMY,2008,1,,,,,
TORO LAWN GARDEN TRACTOR,ROYAL CANADIAN NAVY,2011,2,,,,,
TORO MULTI-PRO LAWN TRACTOR,CANADIAN ARMY,2005,1,,,,,
TOYOTA FORKLIFT,ROYAL CANADIAN NAVY,2007,1,,,,,
TOYOTA FORKLIFT 4500 LBS,MILITARY PERSONNEL COMMAND,2011,2,,,,,
TOYOTA FORKLIFT 8000KG,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2006,1,,,,,
TOYOTA HIGHLANDER HYBRID 4X4,CANADIAN ARMY,2011,1,,,,,
TOYOTA HIGHLANDER HYBRID 4X4,CANADIAN ARMY,2012,17,,,,,
TOYOTA HIGHLANDER HYBRID 4X4,CANADIAN ARMY,2013,43,,,,,
TOYOTA HIGHLANDER HYBRID 4X4,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2012,1,,,,,
TOYOTA HIGHLANDER HYBRID 4X4,MILITARY PERSONNEL COMMAND,2014,1,,,,,
TOYOTA HIGHLANDER HYBRID 4X4,ROYAL CANADIAN NAVY,2015,7,,,,,
TOYOTA HIGHLANDER HYBRID 4X4,VICE CHIEF OF THE DEFENCE STAFF,2011,1,,,,,
TOYOTA HIGHLANDER UTILITY TRUCK,ROYAL CANADIAN NAVY,2007,1,,,,,
TOYOTA HILUX CARGO TRUCK,CANADIAN JOINT OPERATIONS COMMAND,2014,1,,,,,
TOYOTA HYBRID,VICE CHIEF OF THE DEFENCE STAFF,2016,1,,,,,
TOYOTA LANDCRUISER ARMOURED TRUCK,VICE CHIEF OF THE DEFENCE STAFF,2015,1,,,,,
TOYOTA LANDCRUISER PICKUP,CANADIAN JOINT OPERATIONS COMMAND,2005,2,,,,,
TOYOTA LANDCRUISER TRUCK,CANADIAN JOINT OPERATIONS COMMAND,2009,1,,,,,
